"Sous Linux, quelle est la conception unifiée qui simplifie la gestion des ressources comme les programmes, les périphériques ou les répertoires ?","La conception selon laquelle ""tout est fichier""."
Quelle structure décrit chaque fichier sous Linux et contient ses métadonnées mais pas son nom ?,Un inode (index node).
Quels sont les identifiants du propriétaire et du groupe contenus dans un inode ?,L'UID (User ID) et le GID (Group ID).
"Outre l'UID et le GID, citez trois autres métadonnées stockées dans un inode.","La taille du fichier, les droits d’accès et les horodatages (création, modification, accès)."
"La structure d'un inode typique est composée d'un en-tête de métadonnées, de 12 pointeurs directs, et de trois types de pointeurs indirects. Lesquels ?","Un pointeur indirect simple, un pointeur indirect double et un pointeur indirect triple."
Quel est l'avantage de la structure des inodes avec des pointeurs directs et indirects ?,Elle permet de gérer des fichiers très volumineux tout en optimisant l'accès aux petits fichiers.
Où se situe la table des inodes sur un système de gestion de fichiers Linux ?,Elle est située dans les premières zones du système de gestion de fichiers.
Quel type de système de fichiers Linux ajoute un journal à ext2 pour limiter la corruption en cas de coupure ?,Le système de fichiers ext3.
Le système de fichiers _____ introduit les extents (ensembles de blocs contigus) et supporte des fichiers jusqu'à 16 To.,ext4
Pour quel type de charge de travail le système de fichiers XFS est-il optimisé ?,Il est optimisé pour les gros volumes et les fichiers massifs.
"Quel système de fichiers moderne offre des fonctionnalités avancées comme les snapshots, la compression et la gestion intégrée du RAID ?",Btrfs (B-tree File System).
Quelle commande permet de surveiller l'utilisation des inodes sur un système de fichiers ?,La commande `df -i`.
Quelle commande est utilisée pour vérifier l'intégrité d'un système de fichiers sous Linux ?,La commande `fsck` (file system check).
Comment le système d'exploitation gère-t-il les fichiers spéciaux comme les sockets ou les tubes nommés pour garantir leur intégrité ?,"Ils sont gérés à l'intérieur même du noyau, qui assure lui-même les entrées et sorties sur ces fichiers."
"Dans la sortie de `ls -l`, quel caractère indique un fichier ordinaire ?",Le tiret (-).
"Dans la sortie de `ls -l`, quel caractère indique un répertoire ?",La lettre 'd'.
"Dans la sortie de `ls -l`, quel caractère indique un lien symbolique ?",La lettre 'l'.
"Dans la sortie de `ls -l`, quel caractère indique un fichier spécial de type caractère (character device) ?",La lettre 'c'.
"Dans la sortie de `ls -l`, quel caractère indique un fichier spécial de type bloc (block device) ?",La lettre 'b'.
"Dans la sortie de `ls -l`, quel caractère indique un tube nommé (FIFO) ?",La lettre 'p'.
"Dans la sortie de `ls -l`, quel caractère indique un socket ?",La lettre 's'.
Quelle est la principale différence entre un lien dur et un lien symbolique ?,"Un lien dur pointe vers un inode, tandis qu'un lien symbolique pointe vers un chemin (nom de fichier)."
Que se passe-t-il si le fichier cible d'un lien symbolique est supprimé ?,"Le lien symbolique devient ""cassé"" (broken)."
Quel est le point de départ de l'arborescence hiérarchique des fichiers sous Linux ?,"La racine, représentée par le symbole ""/""."
Quelle est la longueur maximale d'un nom de fichier sous Linux ?,255 caractères.
Quelle est la différence fondamentale entre un chemin absolu et un chemin relatif ?,"Un chemin absolu commence toujours par la racine (/), tandis qu'un chemin relatif dépend du répertoire courant."
"En navigation de fichiers, que représente le symbole ""."" (point) ?",Il représente le répertoire courant.
"En navigation de fichiers, que représente le symbole "".."" (double point) ?",Il représente le répertoire parent.
