Limites de RIP face a OSPF;Dans une entreprise en forte croissance, le reseau vient de depasser 15 routeurs en cascade. Les utilisateurs du site eloigne n'ont plus acces au serveur central. Quel est le probleme structurel de l'ancien protocole RIP et quelle solution OSPF apporte-t-il ?;Le probleme provient de la limite structurelle des 15 sauts de RIP (metrique de l'infini au 16eme saut). OSPF resout ce probleme en adoptant le routage a etat de liens et l'algorithme mathématique de Dijkstra avec le cout comme metrique, permettant de construire de tres grands reseaux sans limite de sauts.
Consultation des tables fondamentales OSPF;Vous etes connecte en console sur un routeur. Vous devez verifier successivement les routeurs connectes, la carte routiere complete de la zone, et les chemins calcules sans boucle. Quelles commandes exactes tapez-vous ?;Pour la table des voisins : tapez show ip ospf neighbor. Pour la table topologique (LSDB) : tapez show ip ospf database. Pour la table de routage globale : tapez show ip route ospf.
Mecanisme et types de paquets OSPF;Le routeur A detecte dans un resume recu du routeur B qu'il lui manque une annonce LSA sur un nouveau reseau. Expliquez le mecanisme d'echange de paquets qui va suivre pour synchroniser la base.;Le routeur A va envoyer un paquet de Type 3 (LSR) pour demander explicitement l'annonce manquante. Le routeur B repondra avec un paquet de Type 4 (LSU) contenant les details de la LSA. Enfin, le routeur A confirmera la bonne reception avec un paquet de Type 5 (LSAck).
Diagnostic d'etat de voisinage Ethernet;Vous supervisez un switch Ethernet. En tapant la commande de verification, vous remarquez que deux routeurs ordinaires (DROTHER) restent bloques indefiniment a l'etat 2-Way. Que devez-vous faire ?;Vous ne devez absolument rien faire car c'est un comportement normal et sain. Deux routeurs ordinaires sur un reseau multi-acces s'arretent volontairement a l'etat 2-Way entre eux pour economiser les ressources. Ils synchronisent leurs donnees uniquement avec le DR et le BDR.
Optimisation de la metrique (Cout);Votre reseau utilise des liaisons Gigabit et 10G. Cependant, OSPF fait de l'equilibrage de charge entre ces deux types de liens comme s'ils etaient identiques. Pourquoi et comment corriger le probleme techniquement ?;OSPF divise une bande passante de reference de 100 Mbps par la vitesse du lien. Tout lien >= 100 Mbps aura donc un cout de 1. Pour corriger cela sur tous les routeurs, passez en mode configuration avec router ospf 1 puis tapez la commande auto-cost reference-bandwidth 100000.
Gestion des interfaces virtuelles;Vous avez configure l'IP 10.0.0.1/24 sur l'interface virtuelle Loopback 0 de votre routeur. OSPF l'annonce pourtant avec un masque /32 aux voisins. Comment forcer OSPF a annoncer le vrai masque /24 ?;OSPF annonce toujours les Loopbacks comme des routes d'hote isolees en /32 par defaut. Pour corriger cela, rendez-vous sur l'interface avec interface loopback 0 puis modifiez son comportement logique en tapant ip ospf network point-to-point.
Rustine pour architecture multi-zones;Suite a une fusion, l'Area 2 a ete raccordee a l'Area 1, mais l'Area 2 n'a aucun lien physique avec la zone de transit (Area 0). Les routes ne sont plus echangees. Quelle solution de depannage appliquez-vous ?;Il faut configurer un Virtual Link (Lien Virtuel) au travers de l'Area 1. C'est un tunnel logique OSPF qui reliera l'ABR de l'Area 2 a l'ABR de l'Area 0 afin de respecter la regle d'or empechant les boucles de routage inter-zones.
Optimisation des zones et filtrage LSA;Les petits routeurs d'une succursale saturent en memoire a cause des milliers de routes externes (Internet) injectees via des LSA Type 5. Comment alleger la charge de ces routeurs tout en preservant leur acces externe ?;Vous devez configurer cette zone en Stub Area (Zone Fuyante). L'ABR bloquera ainsi toutes les LSA Type 4 et 5 provenant de l'exterieur et injectera automatiquement une simple route par defaut (0.0.0.0/0) representee par un LSA Type 3 pour alleger la table de routage.
Securite locale (Passive-Interface);Vous declarez un nouveau sous-reseau destine aux utilisateurs finaux (PC et imprimantes) dans OSPF. Quels sont les risques et quelle est la configuration requise pour securiser ce segment ?;Le risque est d'envoyer des paquets Hello inutiles et de permettre a un pirate de former une adjacence. Il faut securiser le processus : tapez router ospf 1 puis passive-interface default, et autorisez uniquement les vrais liens inter-routeurs avec la commande no passive-interface GigabitEthernet0/0.
Agregation aux frontieres (Summarization);Un routeur ABR connecte l'Area 1 (contenant 50 VLANs instables) a l'Area 0. Chaque micro-coupure provoque des calculs Dijkstra sur tous les routeurs de l'entreprise. Comment masquer cette instabilite technique depuis l'ABR ?;Il faut resumer l'ensemble de ces sous-reseaux en une seule super-route. Sur l'ABR, dans la configuration du processus OSPF, tapez une commande d'agregation comme : area 1 range 10.1.0.0 255.255.0.0 pour cacher la complexite locale au reste de l'architecture.
