Distinction Programme vs Processus;Ouvrez un terminal et comparez le fichier '/bin/sleep' avec l'exécution de 'sleep 60 &'. Quelle est la différence fondamentale entre ces deux entités selon le document ?;Le fichier '/bin/sleep' est un Programme (code statique sur disque). La commande 'sleep 60 &' crée un Processus (instance dynamique en mémoire, avec un cycle de vie, un PID et des ressources gérées par le noyau).
Analyse de l'Espace Mémoire (Pile/Tas);Dans un code C, vous déclarez 'int compteur;' dans une fonction, et 'char *buffer = malloc(1024);'. Associez ces variables aux zones mémoire décrites dans le cours (Stack/Heap).;'compteur' est stocké dans la Pile (Stack) car c'est une variable locale. '*buffer' pointe vers une zone allouée dynamiquement dans le Tas (Heap).
Observation des Threads (Processus Légers);Lancez un processus complexe comme un navigateur. Utilisez la commande 'ps -eLf | grep firefox | head'. Pourquoi voyez-vous plusieurs lignes avec le même PID principal (LWP) ?;Ce sont des threads (processus légers). Ils partagent le même espace mémoire et les ressources du processus parent (d'où le PID commun ou lié) pour exécuter des tâches en parallèle (affichage, réseau, etc.) sans dupliquer la mémoire.
Mécanisme de Préemption et Quantum;Lancez une boucle infinie 'while :; do :; done &' qui charge le CPU à 100%. Pourquoi pouvez-vous encore taper des commandes dans le terminal sans blocage ?;C'est la multiprogrammation préemptive. L'ordonnanceur alloue un 'Quantum' de temps au processus. Une fois écoulé, une interruption force la sauvegarde du contexte et redonne la main au shell, garantissant la réactivité.
Exploration du PCB (Process Control Block);Identifiez le PID de votre shell ('echo $$'). Consultez le fichier '/proc/PID/status'. Relevez les informations correspondant au contexte logiciel (État, Mémoire, UID).;Commande : 'cat /proc/$$/status'. On y voit 'State' (ex: S pour Sleeping), 'VmSize' (Mémoire allouée) et 'Uid' (Droits d'accès). Ces données constituent le PCB utilisé par le noyau pour gérer le processus.
Simulation de Cycle de Vie;Lancez 'sleep 100'. Suspendez-le avec Ctrl+Z, puis reprenez-le avec 'fg'. Décrivez la transition d'états gérée par le noyau.;1. Création -> Élu (Running). 2. Ctrl+Z -> Bloqué/Suspendu (le contexte est sauvegardé dans le PCB). 3. 'fg' -> Prêt -> Élu (le contexte est restauré, le compteur ordinal reprend où il s'était arrêté).
Choix d'Algorithme d'Ordonnancement;Vous administrez un système traitant des transactions bancaires (courtes et nombreuses) et du rendu vidéo (long et intensif). Quel algorithme d'ordonnancement (SJF ou FIFO) privilégieriez-vous pour les transactions ?;SJF (Shortest Job First) ou SRTF. Cela permet de traiter les transactions (processus courts) rapidement sans qu'elles soient bloquées derrière le rendu vidéo (processus long), ce qui arriverait en FIFO.
Mise en œuvre de l'Exclusion Mutuelle (Mutex);Analysez ce scénario : deux processus écrivent dans le même fichier journal simultanément, mélangeant les lignes. Quelle notion du cours résout ce problème et comment ?;L'Exclusion Mutuelle via un Mutex (ou verrou). Le fichier est une ressource partagée critique. Chaque processus doit acquérir le verrou avant d'écrire et le relâcher après, assurant qu'un seul processus écrit à la fois.
Identification de l'Interblocage (Deadlock);Deux processus P1 et P2 sont bloqués. P1 détient la ressource A et attend B. P2 détient B et attend A. Nommez ce phénomène précis décrit dans le document.;C'est un Interblocage (Deadlock). Il s'agit d'une attente circulaire où aucun processus ne peut avancer car chacun détient la ressource requise par l'autre.
Utilisation des IPC (Pipes);Créez une commande qui liste les processus et filtre pour ne garder que ceux nommés 'bash'. Quel mécanisme IPC du document relie ces deux programmes ?;Commande : 'ps aux | grep bash'. Le mécanisme est le Pipe (tube). Le noyau crée un tampon mémoire partagé où 'ps' écrit (sortie standard) et 'grep' lit (entrée standard).
Exercice de synthèse 1 : Diagnostic de Performance Système;Un serveur d'application est lent. 'top' montre un CPU peu utilisé mais un 'Load Average' élevé. De nombreux processus sont en état 'D' (Uninterruptible Sleep). Diagnostiquez en liant : Cycle de vie, Ordonnanceur et État Bloqué.;Les processus sont en état 'Bloqué' en attente d'Entrées/Sorties (probablement un disque lent ou réseau saturé). Bien que l'Ordonnanceur veuille les élire, ils ne sont pas 'Prêts'. Le CPU est libre, mais les processus attendent des ressources, augmentant la charge système globale sans consommer de cycles de calcul.
Exercice de synthèse 2 : Conception d'un Système Critique;Concevez l'architecture logicielle d'un robot chirurgical. Il doit gérer : 1. Le mouvement du bras (Critique, Temps réel). 2. L'enregistrement vidéo (Lourd, Flux continu). 3. L'interface écran (Interactif). Définissez pour chaque tâche : Type (Thread/Processus), Priorité d'ordonnancement et Mécanisme de Synchronisation pour les données partagées.;1. Mouvement : Thread Priorité Maximale (HPF préemptif) pour réaction immédiate. 2. Vidéo : Processus Lourd (isolation pour éviter qu'un crash vidéo n'arrête le bras), Priorité Basse. 3. Interface : Priorité Moyenne (Round Robin) pour réactivité. Synchronisation : Utilisation de Mémoire Partagée protégée par Sémaphores pour échanger les coordonnées entre le bras (écrivain) et l'interface (lecteur) sans risque d'incohérence.
