Analyse des objectifs Bercy Vert;Vous êtes PSE au sein d'un ministère. Le parc informatique actuel émet 1000 tonnes de GES par an. Selon le programme « Bercy vert » et la stratégie ministérielle citée, quel est l'objectif cible d'émissions pour 2027 et comment le définiriez-vous ?;L'objectif est de réduire les émissions de 22 % d'ici 2027. Calcul : 1000 - (1000 * 0.22) = 780 tonnes. Il faut atteindre un seuil maximal de 780 tonnes de GES, en s'inscrivant dans la démarche Services publics écoresponsables (SPE).
Conformité RGAA et Scripts;Vous devez déployer une interface web interne pour l'administration système. Selon le référentiel RGAA, quelle contrainte devez-vous vérifier sur le code HTML généré par vos scripts CGI ou PHP pour garantir la sobriété et l'accessibilité ?;Vérifier la validité du code HTML (balises fermées, attributs alt sur les images) pour assurer la compatibilité et la simplicité (frugalité du code). Solution technique : Utiliser un validateur en ligne de commande comme `tidy -errors -q votre_page.html` pour détecter les erreurs de structure qui alourdissent le rendu et nuisent à l'accessibilité.
Dilemme RGS et Logs (Injonction paradoxale);Le RGS impose la traçabilité (sécurité) mais la sobriété exige la réduction du stockage. Vous administrez un serveur Linux. Configurez `journalctl` pour limiter la taille des journaux système à 500 Mo tout en conservant les traces nécessaires à la sécurité, pour résoudre ce paradoxe.;Commande : `sudo journalctl --vacuum-size=500M`. Cette commande supprime les journaux les plus anciens jusqu'à ce que l'espace disque utilisé par les journaux tombe sous le seuil de 500 Mo, conciliant ainsi l'exigence de stockage (Sobriété) et le maintien des logs récents (Sécurité/RGS).
Application du RGPD (Minimisation);Dans le cadre de la gestion raisonnée des données (RGPD), vous devez identifier et supprimer les fichiers temporaires de plus de 30 jours dans le répertoire `/var/tmp` pour minimiser les données inutiles. Quelle est la ligne de commande ?;Commande : `find /var/tmp -type f -mtime +30 -delete`. Cette action applique le principe de suppression des données devenues inutiles cité dans la transformation technique des infrastructures.
Rationalisation et Consolidation;Vous surveillez 4 serveurs physiques. Les commandes `uptime` indiquent des charges (load average) respectives de 0.1, 0.2, 0.1 et 0.15 sur les 15 dernières minutes. Quelle décision d'architecture devez-vous recommander au comité ?;Recommandation : Fusionner ces serveurs sous-utilisés. La charge est extrêmement faible. Il faut virtualiser ces environnements sur une seule machine physique ou un cluster restreint pour mutualiser les ressources et éteindre les 3 machines physiques excédentaires, conformément au principe de rationalisation du parc.
Calcul du PUE Datacentre;Vous participez au déploiement d'un datacentre « sobre ». La consommation totale du bâtiment est de 500 kWh, et la consommation des équipements informatiques (IT) est de 350 kWh. Calculez le PUE et interprétez-le.;Calcul : PUE = Énergie Totale / Énergie IT = 500 / 350 = 1,42. Un PUE de 1,42 indique une efficacité énergétique correcte (proche de 1 est l'idéal). L'objectif est d'optimiser le refroidissement pour se rapprocher de 1.
Architecture Scalable;Vous gérez une application métier avec un pic d'activité bimestriel. Actuellement, elle tourne sur une VM dimensionnée pour le pic (16 vCPU) toute l'année. Quelle modification d'architecture proposez-vous ?;Mettre en place une architecture scalable (élastique). Utiliser une solution de conteneurisation (ex: Kubernetes ou Docker Swarm) ou de Cloud public/privé qui permet d'allouer 16 vCPU uniquement durant la semaine de pic, et de réduire l'allocation à 2 ou 4 vCPU le reste du temps (auto-scaling) pour économiser l'énergie.
Planification des traitements (Cron);Un batch de sauvegarde lourd se lance tous les jours à 10h00 (heure de pointe), ralentissant les services. Reprogrammez-le pour 02h00 du matin via `crontab` pour lisser la charge énergétique.;Édition : `crontab -e`. Ligne à modifier : `0 10 * * * /script/sauvegarde.sh` devient `0 2 * * * /script/sauvegarde.sh`. Cela déplace la consommation électrique vers une période de faible demande, respectant la consigne d'adaptation aux contraintes énergétiques.
Pilotage Écoresponsable (CPU);Vous devez identifier les processus qui consomment le plus de CPU pour détecter une anomalie ou une boucle infinie. Quelle commande utilisez-vous pour un diagnostic immédiat ?;Commande : `top` (puis trier par CPU avec la touche `P`) ou `ps -eo pid,ppid,cmd,%mem,%cpu --sort=-%cpu | head`. Cela permet au PSE d'identifier les sources de surconsommation comme demandé dans son rôle d'optimisation opérationnelle.
Optimisation de Scripts (Boucles);Vous analysez un script shell existant : `while true; do ./check_status.sh; done`. Ce script consomme 100% d'un cœur CPU. Optimisez-le pour la sobriété.;Solution : Ajouter une pause (sleep) pour éviter la boucle active permanente qui gaspille du CPU inutilement. Nouveau code : `while true; do ./check_status.sh; sleep 60; done`. Cela réduit drastiquement la consommation CPU sans impacter la fonctionnalité de surveillance.
