Vérification de l'intégrité de l'image système;Vous venez de télécharger l'image ubuntu-22.04-live-server-amd64.iso depuis le site officiel. Rédigez la commande exacte pour vérifier son intégrité cryptographique en fonction de la somme de contrôle fournie par l'éditeur.;Utilisez la commande suivante dans le terminal : sha256sum ubuntu-22.04-live-server-amd64.iso. Comparez ensuite le résultat avec le hash officiel.
Création d'un support de démarrage physique;Vous devez préparer une clé USB bootable à partir d'une image ISO fraîchement téléchargée pour l'installer sur un serveur physique. Détaillez la commande la plus adaptée sous Linux.;La commande de référence est dd. Tapez : sudo dd if=ubuntu-22.04-live-server-amd64.iso of=/dev/sdX bs=4M status=progress && sync (remplacez sdX par l'identifiant réel de votre clé USB).
Configuration initiale du pare-feu avec UFW;Vous venez de terminer l'installation d'un serveur Ubuntu. Afin d'appliquer le principe de moindre privilège, configurez le pare-feu UFW pour bloquer tout le trafic entrant par défaut, sauf les connexions SSH, et autorisez tout le trafic sortant.;Exécutez successivement les commandes suivantes : sudo ufw enable, puis sudo ufw default deny incoming, puis sudo ufw default allow outgoing, et enfin sudo ufw allow ssh.
Audit et désactivation de services via systemd;Votre serveur est en production mais certains services installés par défaut comme avahi-daemon tournent inutilement. Trouvez la commande pour lister les services actifs, puis celle pour stopper et désactiver avahi-daemon définitivement.;Pour lister les services : systemctl list-units --type=service --state=running. Pour désactiver le service : sudo systemctl disable --now avahi-daemon.
Automatisation des correctifs de sécurité;Pour garantir la sécurité de votre serveur Ubuntu sur le long terme, configurez le système pour qu'il installe automatiquement les correctifs de sécurité critiques.;Mettez d'abord à jour avec : sudo apt update && sudo apt upgrade -y. Ensuite installez le paquet avec : sudo apt install unattended-upgrades. Enfin configurez-le avec : sudo dpkg-reconfigure --priority=low unattended-upgrades.
Surveillance des journaux;Un administrateur signale des problèmes de connexion SSH intermittents. Utilisez l'outil de gestion des journaux de systemd pour suivre en direct les logs du service SSH.;Utilisez la commande journalctl avec les bonnes options : journalctl -u ssh -f (l'option -u filtre sur le service et -f permet de suivre les journaux en temps réel).
Optimisation VM Proxmox;Vous venez de créer la machine virtuelle numéro 100 sur un hyperviseur Proxmox. Pour maximiser les performances d'entrée/sortie, configurez le contrôleur SCSI pour utiliser le pilote VirtIO via la ligne de commande Proxmox.;Tapez les commandes suivantes sur l'hyperviseur : qm set 100 --scsihw virtio-scsi-pci puis qm set 100 --scsi0 local-lvm:32G. Installez ensuite l'agent dans la VM avec sudo apt install qemu-guest-agent.
Préparation Template;Avant de transformer votre machine virtuelle fraîchement configurée en modèle (template) réutilisable, vous devez supprimer ses identifiants uniques (clés SSH et machine-id) pour éviter les conflits réseau lors du clonage.;Exécutez les commandes : sudo rm /etc/ssh/ssh_host_* puis sudo truncate -s 0 /etc/machine-id puis sudo rm /var/lib/dbus/machine-id puis sudo ln -s /etc/machine-id /var/lib/dbus/machine-id et enfin nettoyez l'historique avec history -c.
Déploiement automatisé Preseed;Dans le cadre d'un déploiement PXE, vous devez adapter le fichier de réponse Preseed pour que le partitionnement utilise automatiquement LVM de manière transparente et sans confirmation. Identifiez les lignes de configuration à utiliser.;Insérez ces lignes : d-i partman-auto/method string lvm, d-i partman-auto/choose_recipe select atomic, d-i partman-partitioning/confirm_write_new_label boolean true, d-i partman/confirm boolean true, d-i partman/confirm_nooverwrite boolean true.
Exercice de synthèse 1;Vous devez préparer une nouvelle machine virtuelle Ubuntu dite Golden Image avant de la cloner. Les étapes requises sont : mettre à jour le système, installer l'agent QEMU pour l'intégration à l'hyperviseur, sécuriser le pare-feu pour n'accepter que le SSH, et préparer la machine au clonage en nettoyant ses identités uniques. Détaillez toutes les commandes dans l'ordre.;1. Mises à jour : sudo apt update && sudo apt upgrade -y. 2. Agent hyperviseur : sudo apt install qemu-guest-agent. 3. Pare-feu : sudo ufw enable puis sudo ufw default deny incoming puis sudo ufw allow ssh. 4. Nettoyage template : sudo rm /etc/ssh/ssh_host_* puis sudo truncate -s 0 /etc/machine-id puis sudo rm /var/lib/dbus/machine-id puis sudo ln -s /etc/machine-id /var/lib/dbus/machine-id puis history -c.
Exercice de synthèse 2;Un serveur de production est suspecté d'être la cible d'une attaque via un service d'impression inutile (cups) laissé actif par erreur. En tant qu'expert, vous devez : analyser les journaux globaux en temps réel pour détecter des anomalies, vérifier les services tournant actuellement, désactiver définitivement le service d'impression (cups), et vous assurer que les mises à jour automatiques sont bien configurées.;1. Analyser les logs en direct : journalctl -f. 2. Lister les services : systemctl list-units --type=service --state=running. 3. Désactiver CUPS : sudo systemctl disable --now cups. 4. Configurer les mises à jour automatiques : sudo apt install unattended-upgrades puis sudo dpkg-reconfigure --priority=low unattended-upgrades.
