Diagnostic Superbloc;Quelle commande permet d'afficher les informations globales du système de fichiers (superbloc, taille des blocs) sur /dev/sda1 ?;dumpe2fs /dev/sda1 (Le superbloc contient les métadonnées essentielles comme la taille du FS et l'état de journalisation).
Maintenance SSD;Tu gères un serveur avec stockage SSD. Quelle commande lances-tu pour informer le disque des blocs inutilisés (TRIM) ?;fstrim -v / (Le TRIM permet au contrôleur SSD de gérer l'usure des cellules en effaçant les données supprimées).
Identification Inode;Quelle commande permet de lister les fichiers d'un répertoire en affichant leur numéro d'inode en première colonne ?;ls -li (L'option -i affiche l'index node, structure contenant les métadonnées du fichier).
Saturation Inodes;Un utilisateur reçoit l'erreur 'No space left' alors que 'df -h' indique 40% d'espace libre. Quelle commande lances-tu ?;df -i (Le système a probablement épuisé sa table d'inodes, empêchant la création de nouveaux fichiers malgré l'espace disque libre).
Diagnostic Fragmentation;Quelle commande permet de vérifier combien de fragments composent un fichier spécifique ?;filefrag -v nom_fichier (Une fragmentation élevée sur un HDD dégrade les performances en augmentant les déplacements de la tête de lecture).
Espace Fantôme;Tu as supprimé un fichier de log de 10 Go mais 'df' ne montre pas de libération d'espace. Comment trouver le coupable ?;lsof | grep deleted (Si un processus garde un descripteur ouvert sur un fichier supprimé, l'espace n'est pas libéré tant que le processus n'est pas arrêté).
Limites Descripteurs;Quelle commande permet d'afficher ou modifier la limite du nombre de fichiers ouverts simultanément par un processus ?;ulimit -n (Par défaut souvent à 1024, cette limite doit être augmentée pour des services comme les bases de données).
Inspection Processus;Comment lister le contenu des descripteurs de fichiers ouverts spécifiquement par le processus PID 1234 ?;ls -l /proc/1234/fd/ (Ce répertoire virtuel contient des liens symboliques vers les fichiers réellement manipulés par le processus).
Optimisation Montage;Quelle option ajouter dans /etc/fstab pour ne pas mettre à jour la date d'accès (atime) à chaque lecture, économisant ainsi les I/O ?;noatime (Idéal pour les SSD, cela évite une écriture disque inutile à chaque simple lecture de fichier).
Secteurs Défectueux;Quelle commande utiliser pour scanner un disque /dev/sdX à la recherche de blocs physiques corrompus ?;badblocks -v /dev/sdX (Permet d'identifier les secteurs défectueux qui causent des erreurs d'I/O).
Processus Bloquant;Impossible de démonter /mnt/data (device busy). Quelle commande identifie le processus qui utilise ce point de montage ?;fuser -m /mnt/data (Cette commande retourne les PID des processus ayant des fichiers ouverts sur le système de fichiers).
Traçage Système;Quel outil permet d'observer en temps réel les appels systèmes (open, read, close) effectués par un processus ?;strace -p <PID> (Indispensable pour déboguer une application qui échoue à accéder à des fichiers sans logs clairs).
Défragmentation XFS;Quelle commande spécifique permet de défragmenter à chaud un système de fichiers de type XFS ?;xfs_fsr (Contrairement à ext4, XFS et Btrfs disposent d'outils de défragmentation en ligne).
Descripteurs Standards;À quel numéro de descripteur de fichier correspond la sortie d'erreur standard (stderr) dans la table d'un processus ?;2 (Par convention : 0 pour l'entrée standard, 1 pour la sortie standard, 2 pour l'erreur standard).
Métadonnées Inode;Quel appel système (ou commande associée) permet de récupérer la taille et les permissions d'un fichier sans l'ouvrir ?;stat (L'appel système stat() lit le contenu de l'inode sans avoir besoin de lire les blocs de données du fichier).
Conflit Verrouillage;Comment vérifier si des processus ont posé des verrous (locks) sur des fichiers, causant potentiellement des blocages ?;lsof (Cette commande liste les fichiers ouverts et peut indiquer les verrous posés via flock ou fcntl).
Journalisation Ext4;Quelle option de montage par défaut de ext4 assure un équilibre entre sécurité et performance en écrivant les métadonnées dans le journal ?;data=ordered (Les métadonnées sont journalisées, mais les données sont écrites directement dans le fichier système principal).
