Structure d'un Processus;Un programme ne répond plus. En analysant sa structure en mémoire, quels éléments dynamiques le distinguent d'un simple fichier exécutable sur le disque ?;Il contient un espace d'adressage dédié (code, variables), une pile d'exécution pour l'historique des appels et des ressources allouées (fichiers ouverts).
Différence Processus/Thread;Vous concevez un serveur web devant traiter des milliers de requêtes simultanées. Pourquoi choisir des threads (processus légers) plutôt que des processus lourds ?;Les threads partagent l'espace d'adressage du processus parent, ce qui les rend plus rapides à créer et moins coûteux en mémoire que des processus isolés.
Le PCB (Process Control Block);Lors d'une commutation de contexte, où le système d'exploitation sauvegarde-t-il l'état des registres et le compteur ordinal du processus interrompu ?;Dans le PCB (Process Control Block), une structure de données servant de carte d'identité stockant l'état et les métadonnées du processus.
Ordonnanceur Long Terme vs Court Terme;Quel composant du système décide spécifiquement de la commutation de contexte rapide (basculer d'un processus à un autre) plutôt que de l'admission des programmes en mémoire ?;L'ordonnanceur de bas niveau (Short Term Scheduling), qui intervient fréquemment (fin de quantum ou interruption).
Préemption;Un processus tourne dans une boucle infinie. Dans un système à multiprogrammation préemptive, comment le système reprend-il la main ?;L'OS utilise un quantum de temps pour interrompre de force le processus et redonner le contrôle au planificateur, garantissant un partage équitable.
Algorithme FIFO;Dans un système batch, une petite tâche attend derrière un processus de calcul très long. Quel est le nom de ce phénomène causé par l'algorithme FIFO ?;L'effet de convoi (ou manque d'optimisation du temps d'attente moyen), car le FIFO traite strictement dans l'ordre d'arrivée.
Algorithme Round-Robin;Pour un système interactif multi-utilisateurs, quel mécanisme l'algorithme Round-Robin utilise-t-il pour assurer la fluidité ?;Il alloue un quantum de temps fixe (tranche de temps) à chaque processus de manière cyclique.
Problème de Famine (Starvation);Vous utilisez un ordonnancement par priorités (HPF). Les tâches de basse priorité ne s'exécutent jamais. Quelle technique résout ce problème ?;Le vieillissement (aging), qui augmente progressivement la priorité des processus en attente depuis longtemps.
Algorithme CFS (Linux);Comment le Completely Fair Scheduler de Linux gère-t-il le temps CPU contrairement aux systèmes à quanta fixes ?;Il alloue une fraction dynamique du temps CPU proportionnelle au poids (priorité) du processus, utilisant un modèle de parts proportionnelles.
Condition de course (Race Condition);Deux threads incrémentent une variable partagée sans protection et le résultat final est faux. Comment appelle-t-on cette anomalie ?;Une condition de course (race condition), survenant lors d'accès concurrents non synchronisés à une ressource partagée.
Interblocage (Deadlock);Quatre conditions de Coffman sont nécessaires pour un interblocage. Si l'on brise la condition "Attente circulaire", que se passe-t-il ?;L'interblocage devient impossible. C'est la stratégie utilisée dans la solution hiérarchique du dîner des philosophes.
Mutex (Exclusion Mutuelle);Quel objet de synchronisation devez-vous implémenter pour garantir qu'un seul thread accède à une section critique à la fois ?;Un Mutex (verrou). Le thread doit l'acquérir avant la section critique et le libérer ensuite.
Dîner des Philosophes;Dans le problème des philosophes, quelle règle simple basée sur la numérotation des fourchettes permet d'éviter l'interblocage ?;Toujours saisir la fourchette de numéro inférieur en premier (hiérarchie des ressources), ce qui brise la symétrie et l'attente circulaire.
Mode Noyau vs Utilisateur;Pourquoi un processus utilisateur ne peut-il pas écrire directement n'importe où en mémoire vive ?;Car il s'exécute en mode utilisateur (restreint). Seul le mode noyau a un accès illimité au matériel et à toute la mémoire pour la sécurité du système.
Rôle de la MMU;Quel composant matériel traduit l'adresse virtuelle 0x1234 utilisée par votre programme en adresse physique réelle en RAM ?;La MMU (Memory Management Unit), qui utilise des tables de pagination pour la traduction à la volée.
Pagination;La mémoire est divisée en blocs de taille fixe. Comment appelle-t-on ces blocs lorsqu'ils sont en RAM physique vs dans l'espace d'adressage virtuel ?;Cadres de page (frames) en mémoire physique et Pages en mémoire virtuelle.
Défaut de page (Page Fault);Le processeur tente d'accéder à une page marquée comme "absente" de la RAM. Que déclenche le système ?;Un défaut de page (page fault). L'OS doit alors charger la donnée manquante depuis le disque vers la RAM.
Algorithme LRU;La RAM est pleine. Selon l'algorithme LRU, quelle page le système doit-il supprimer pour libérer de la place ?;La page la moins récemment utilisée (Least Recently Used), en supposant qu'elle ne sera pas nécessaire dans l'immédiat.
Segmentation;Contrairement à la pagination, comment la segmentation divise-t-elle la mémoire d'un processus ?;En blocs logiques de taille variable reflétant la structure du programme (segment de code, segment de pile, segment de données).
Processeurs Multi-cœurs;Sur une architecture multi-cœurs, pourquoi l'ordonnanceur essaie-t-il de maintenir un processus sur le même cœur (Affinité CPU) ?;Pour maximiser les performances en profitant des données déjà présentes dans les caches locaux de ce cœur.
