Distinction Programme vs Processus;Lancez un éditeur de texte (comme `nano` ou `vi`) en arrière-plan. Identifiez la différence entre le fichier stocké sur le disque et l'entité en mémoire.;Solution : 1. Localisez le programme statique : `which nano` (ex: `/usr/bin/nano`). 2. Lancez l'instance dynamique (processus) : `nano &`. 3. Visualisez le processus en mémoire : `ps -C nano`. Le fichier sur disque est le code inerte, le processus est l'exécution active avec un PID unique.
Analyse de la Table des Processus;Affichez la table des processus de votre terminal actuel pour identifier son PID (Process ID) et son PPID (Parent Process ID).;Solution : Exécutez `ps -f`. La colonne `PID` indique l'identifiant du shell actuel. La colonne `PPID` indique son père (probablement votre émulateur de terminal ou sshd). Vous pouvez aussi utiliser `echo $$` pour le PID.
Arborescence et Filiation;Le document mentionne que tout processus a un père. Remontez la chaîne de parentalité de votre shell actuel jusqu'au processus initial (Init/Systemd).;Solution : Utilisez la commande `pstree -p | grep $$` (ou simplement `pstree -p`). Vous verrez une chaîne du type : systemd(1)──...──sshd──bash($$). Cela illustre que le processus initial (PID 1) est l'ancêtre commun, créé par le Swapper (PID 0, invisible).
Simulation de Fork (Duplication);Simulez conceptuellement ce qui se passe lors de l'exécution de la commande `sleep 100 &` en termes d'appels système `fork()`. Que retourne la fonction au père et au fils ?;Solution : Le shell (père) appelle `fork()`. Le système duplique le shell. Dans le code du père (shell), `fork` retourne le PID du nouveau processus (ex: 1234). Dans le code du fils (le clone), `fork` retourne 0. Cela permet au fils de savoir qu'il doit ensuite exécuter la commande `sleep`.
Recouvrement de code (Exec);Après le `fork()`, le processus fils est une copie du shell. Quelle manipulation technique permet de transformer ce clone en commande `sleep` ?;Solution : Le processus fils doit appeler une fonction de la famille `exec` (comme `execv` ou `execl`). Le système d'exploitation écrase alors les segments de mémoire du fils (Code, Tas, Pile, Données) par ceux du programme binaire `/usr/bin/sleep`. Le PID reste le même, mais le code exécuté change.
Zones Mémoire : Le Tas (Heap);Le document indique que le Tas sert à l'allocation dynamique. Comment repérer cette zone pour un processus donné ?;Solution : Lancez `sleep 3600 &`. Récupérez son PID (disons 1234). Affichez la carte mémoire : `cat /proc/1234/maps`. Cherchez la ligne identifiée `[heap]`. C'est la zone qui grandit vers les adresses hautes lors des `malloc()`, à l'inverse de la Pile.
Zones Mémoire : La Pile (Stack);Identifiez la zone mémoire qui gère les appels de fonctions et les variables locales pour un processus actif. Vérifiez ses permissions.;Solution : Toujours avec `cat /proc/{pid}/maps`, cherchez la ligne identifiée `[stack]`. Notez les permissions (généralement `rw-p`). Elle n'est pas exécutable (`x` absent) par sécurité, mais accessible en écriture pour empiler/dépiler les contextes de fonctions.
Adoption de processus orphelins;Si vous tuez le processus père d'un processus `sleep` en cours d'exécution, que devient le processus fils selon les règles de hiérarchie ?;Solution : Le processus fils ne meurt pas forcément. Il devient "orphelin". Il est immédiatement "adopté" par le processus Init ou Systemd (PID 1), ou par un gestionnaire de processus utilisateur (systemd --user). Son PPID changera pour devenir 1 (ou celui du gestionnaire).
Ordonnancement et Priorité;Visualisez la priorité d'un processus et son partage du temps processeur (Quantum).;Solution : Lancez une commande gourmande ou `top`. Observez la colonne `PR` (Priorité) et `%CPU`. Le système utilise un ordonnancement préemptif (Round Robin). Si le processus épuise son quantum de temps (10-100ms), il est interrompu pour laisser la place à un autre, évitant la monopolisation du CPU.
Exploration du pseudo-système /proc;Accédez aux informations brutes d'un processus sans utiliser la commande `ps`.;Solution : Allez dans le répertoire `/proc/$$` (le dossier du shell actuel). Listez le contenu avec `ls -l`. Vous y voyez des fichiers virtuels comme `cmdline` (commande lancée), `cwd` (lien vers dossier courant) et `environ` (variables d'environnement). Ces fichiers sont une interface directe vers les structures de données du noyau.
