Distinction GED vs GEIDE;Vous êtes consultant pour une entreprise qui possède des bases de données clients (structurées) et un volume massif d'emails et de rapports PDF (non structurés). Le DSI hésite entre une solution GED classique et une GEIDE. Quelle solution préconisez-vous et pourquoi ?;Préconisez la GEIDE (Gestion Électronique de l'Information et des Documents de l'Entreprise). Contrairement à la GED classique focalisée sur les documents, la GEIDE englobe la gestion globale de l'information, qu'elle soit structurée (bases de données) ou non structurée (emails, pages web), permettant ainsi de créer un référentiel unique et fiable pour l'ensemble des flux de l'organisation.
Analyse du Cycle de Vie;Tracez le parcours d'une facture fournisseur dans un système de GED, de son arrivée à sa fin de vie, en nommant les 5 étapes clés du concept de cycle de vie mentionné dans le document.;1. Création/Acquisition (Capture de la facture papier ou email), 2. Enrichissement (Ajout de métadonnées pour l'identification), 3. Gestion active/Workflow (Validation du paiement), 4. Conservation/Archivage (Stockage sécurisé pour la durée légale), 5. Destruction (Élimination finale selon les règles prédéfinies ou obligations légales).
Choix Technique - Formats d'Archivage;Votre administration doit numériser des registres d'état civil datant de 1950 pour les conserver numériquement pendant 100 ans. Le prestataire propose du format JPEG ou du format propriétaire DOC. Quel format imposez-vous et quelle vérification technique feriez-vous sur un fichier témoin ?;Imposez le format PDF/A (standard ouvert conçu spécifiquement pour l'archivage à long terme et l'interopérabilité). Refusez les formats propriétaires (risque d'obsolescence) ou purement image (JPEG) s'ils ne sont pas encapsulés avec métadonnées. Vérification technique : S'assurer que les polices sont intégrées et que le fichier respecte la norme ISO 19005 (PDF/A).
Souveraineté des Données et Cloud;Le Ministère de la Santé souhaite héberger les dossiers patients numérisés. Une offre de cloud public américain est 30% moins chère que l'offre "NumSECCloud". En tant que responsable conformité, rédigez l'argumentaire de refus de l'offre américaine en vous basant sur le risque juridique.;Refus impératif basé sur le risque d'extraterritorialité des lois (comme le Cloud Act américain). Les données sensibles de l'État doivent être hébergées sur un Cloud Souverain (situé sur le territoire national ou européen) pour garantir la conformité RGPD et protéger les données contre l'ingérence de juridictions étrangères, assurant ainsi la résilience et l'intégrité des données nationales.
Configuration RAD/LAD avec IA;Vous configurez un robot d'importation de courrier (factures, réclamations client, CV). Expliquez la différence de traitement entre la RAD et la LAD que vous devez paramétrer dans le logiciel.;Étape 1 - RAD (Reconnaissance Automatique de Documents) : Le système analyse la mise en page globale pour identifier le *type* de document (Ceci est une facture vs Ceci est un CV). Étape 2 - LAD (Lecture Automatique de Documents) : Une fois le type identifié, l'IA (OCR/IRC) extrait le *contenu* spécifique (Numéro de facture, Date, Montant) pour structurer les données dans le système de gestion.
Différenciation GED vs Archivage Électronique;Un utilisateur demande la suppression définitive d'un contrat signé il y a 6 mois car une erreur a été trouvée, et souhaite uploader une version corrigée à la place dans le système d'archivage probatoire. Comment réagissez-vous ?;Demande rejetée. Il faut distinguer la GED (documents vivants/modifiables) de l'Archivage Électronique. Dans l'archivage, les documents sont figés pour garantir leur valeur probante. L'intégrité et l'inaltérabilité interdisent la suppression ou la modification par l'auteur. La procédure correcte est d'archiver le nouveau document annulant et remplaçant le précédent, tout en gardant la trace de l'ancien.
Chronologie de l'Administration Électronique;Vous rédigez une note de cadrage pour le plan "France Numérique 2020". Pour justifier la maturité du projet, citez les trois grandes étapes historiques précédentes (programmes/plans) qui ont fondé l'infrastructure actuelle.;1. Le PAGSI (1998) : Mise en place des infrastructures réseaux et équipement des agents. 2. Le Programme ADELE (2004-2012) : Développement des services en ligne centrés sur l'usager. 3. Le portail "mon.service-public.fr" (2009) : Unification de l'accès aux démarches administratives avant la généralisation visée par France Numérique 2020.
Traçabilité et Preuve;Lors d'un audit, on vous demande de prouver qu'une facture validée n'a pas été modifiée depuis sa validation il y a 3 ans. Quelle fonctionnalité technique de la GED utilisez-vous pour fournir cette preuve ?;Utilisation de l'horodatage automatique et des journaux de traçabilité (logs). Il faut extraire l'empreinte numérique (hash) du document générée lors de sa capture/validation et son jeton d'horodatage associé, prouvant mathématiquement que le fichier actuel est identique au bit près à celui archivé à la date T, garantissant son intégrité et son authenticité.
Exercice de synthèse 1 : Projet Dématérialisation Mairie;Une mairie souhaite dématérialiser ses demandes d'urbanisme. Le cahier des charges doit inclure : 1) La méthode de soumission par l'usager, 2) Le traitement interne automatisé, 3) Le stockage sécurisé. Proposez une architecture fonctionnelle reprenant les termes techniques du document.;1. Acquisition : Portail web (formulaire web) ou email, remplaçant le papier (objectif France Numérique 2020). 2. Traitement : Utilisation de la RAD pour classer (Permis de construire vs Déclaration préalable), puis LAD avec IA pour extraire les données cadastrales. Workflow de validation automatique entre les services. 3. Stockage : Documents actifs en GED locale pour instruction, puis versement dans un Système d'Archivage Électronique (SAE) sur un Cloud Souverain (type NumSECCloud) au format PDF/A pour garantir la pérennité et la souveraineté des données sur 10 ans+ et l'interopérabilité.
Exercice de synthèse 2 : Audit de Conformité et Litige;Une entreprise est attaquée en justice pour une rupture de contrat datant de 5 ans. L'entreprise utilise une GED. L'avocat adverse prétend que le document PDF fourni est un faux modifié récemment. Décrivez la procédure technique et organisationnelle pour contrer cette accusation en utilisant les concepts de GEIDE, Cycle de vie et Archivage.;1. Récupérer le document dans le module d'Archivage Électronique (et non la GED active) où il est figé. 2. Extraire le certificat d'horodatage et les métadonnées de traçabilité enregistrés lors de l'archivage (il y a 5 ans). 3. Démontrer l'intégrité : Comparer l'empreinte numérique actuelle du fichier avec celle stockée dans le journal sécurisé. 4. Prouver la conservation sur un support inaltérable (Cloud Souverain avec redondance). 5. Fournir l'historique du Workflow de validation montrant qui a validé le document et quand, prouvant que le document n'a subi aucune altération post-archivage (principe de valeur probante).
