Identification du noyau et des modules;Sur un serveur Linux, vous devez identifier la version exacte du noyau en cours d'exécution, lister les modules chargés, vérifier la présence d'un module spécifique nommé "joydev" et enfin localiser le répertoire contenant les modules du noyau.;Exécutez `uname -a` pour la version du noyau. Utilisez `lsmod` pour lister les modules. Filtrez avec `lsmod | grep joydev` pour vérifier sa présence. Les modules se trouvent dans `/lib/modules/$(uname -r)/`.
Gestion des modules du noyau;Vous devez charger manuellement un module, puis le décharger pour vérifier que l'opération fonctionne. Expliquez ensuite comment rendre ce chargement persistant.;Utilisez `modprobe <nom_module>` ou `insmod <chemin_module>` pour charger. Utilisez `rmmod <nom_module>` pour le décharger. Pour la persistance, créez un fichier de configuration dans `/etc/modprobe.d/`.
Analyse des processus et priorités;Un utilisateur se plaint de lenteurs. Affichez tous les processus avec leur PID, la commande associée, leur priorité (PRI), leur valeur nice (NI) et leur statut. Identifiez un processus avec une priorité temps réel ou très élevée.;Exécutez la commande `ps -eo pid,comm,pri,ni,stat`. Repérez dans la colonne STAT le code "S<" qui indique une priorité élevée (-20) ou une priorité temps réel, souvent associée aux threads du noyau (kworker, migration).
Supervision de la charge système;Le système semble lent. Utilisez l'outil de supervision principal pour afficher la charge CPU, la mémoire, le swap et la liste des processus gourmands. Interprétez la ligne "load average".;Lancez la commande `top`. La ligne "load average" affiche la charge moyenne sur 1, 5 et 15 minutes. Si ces chiffres dépassent le nombre de cœurs CPU, il y a saturation.
Configuration de la mémoire et Swap;Vous administrez un serveur avec 100 Go de RAM. Le paramètre swappiness est réglé à 30. Calculez à partir de quel seuil d'occupation mémoire le système commencera à swapper et vérifiez la valeur actuelle du paramètre.;Vérifiez la valeur avec `cat /proc/sys/vm/swappiness`. Le calcul est 100 - 30 = 70. Le système commencera à utiliser le swap lorsque 70% de la RAM sera occupée (soit 70 Go utilisés).
Navigation dans l'arborescence FHS;Vous devez localiser où sont stockés : 1) Les fichiers de configuration système, 2) Les journaux et données variables, 3) Les logiciels tiers installés hors paquet, 4) Le noyau et le chargeur de démarrage.;1) `/etc` pour la configuration. 2) `/var` (notamment `/var/log`) pour les données variables. 3) `/opt` pour les logiciels tiers. 4) `/boot` pour le noyau (vmlinuz) et GRUB.
Identification des types de fichiers;Dans le dossier `/dev`, identifiez un fichier de type "interface block" (périphérique bloc) et un fichier de type "interface character". Quelle lettre indique ces types dans la commande de liste ?;Exécutez `ls -l /dev`. Repérez la première lettre de la ligne de droits : "b" indique un block device (ex: disque dur `/dev/sda`), "c" indique un character device (ex: console ou null).
Diagnostic de saturation Inodes;Un utilisateur ne peut plus créer de fichiers alors que la commande `df -h` indique qu'il reste 10 Go d'espace libre. Diagnostiquez le problème.;Le système est probablement saturé en inodes (trop de petits fichiers). Exécutez `df -i` pour vérifier le pourcentage d'utilisation des inodes (IUtil%). Si proche de 100%, il faut supprimer des fichiers inutiles ou nettoyer les caches.
Surveillance des fichiers ouverts;Vous devez identifier quels fichiers sont actuellement maintenus ouverts par le processus nginx pour comprendre pourquoi un log ne se vide pas.;Utilisez la commande `lsof -p <PID_nginx>` (trouvez le PID avec `ps` ou `pidof`). Cela listera tous les descripteurs de fichiers ouverts par ce processus spécifique.
Création de système de fichiers (Formatage);Formatez la partition `/dev/sdb1` en ext4 en forçant une taille de bloc de 4096 octets et en définissant un nombre d'inodes spécifique (ex: 1 million) pour anticiper beaucoup de petits fichiers.;Utilisez la commande : `mkfs.ext4 -b 4096 -N 1000000 /dev/sdb1`. L'option `-b` fixe la taille des blocs et `-N` le nombre d'inodes.
Supervision LVM (État des lieux);Vous prenez en main un nouveau serveur. Affichez l'état complet des volumes physiques (PV), des groupes de volumes (VG) et des volumes logiques (LV) pour comprendre l'organisation du stockage.;Exécutez successivement `pvs` (ou `pvdisplay`), `vgs` (ou `vgdisplay`) et `lvs` (ou `lvdisplay`). Vérifiez les colonnes PFree et VFree pour voir l'espace libre disponible.
Préparation de disque pour LVM;Vous ajoutez un nouveau disque physique `/dev/sdi`. Préparez-le pour qu'il soit reconnu comme un disque LVM avant de l'intégrer à un groupe de volumes.;Lancez `fdisk /dev/sdi`. Créez une partition (`n`). Changez le type de partition (`t`) et entrez le code hexadécimal `8e` (Linux LVM). Écrivez les changements (`w`).
Extension de capacité LVM;Le groupe de volumes `datavg` est plein. Vous avez physiquement ajouté le disque `/dev/sde1` (déjà partitionné en 8e). Intégrez-le au VG pour agrandir l'espace disponible.;Initialisez le disque avec `pvcreate /dev/sde1`. Étendez le groupe avec `vgextend datavg /dev/sde1`. Vérifiez ensuite avec `vgs` que la taille totale a augmenté.
Migration LVM à chaud (pvmove);Le disque `/dev/sdc1` appartenant au groupe `datavg` montre des signes de faiblesse. Vous avez ajouté `/dev/sde1` dans le même groupe. Déplacez les données du disque défaillant vers le nouveau sans arrêter le service.;Lancez la commande `pvmove /dev/sdc1 /dev/sde1`. Vous pouvez suivre l'avancement avec l'option `-i` ou en surveillant `lvs -a -o +devices`. Une fois fini, `/dev/sdc1` sera vide.
Retrait de disque LVM;Après une migration `pvmove`, le disque `/dev/sdc1` est vide. Retirez-le proprement du groupe de volumes `datavg` et supprimez sa signature LVM.;Exécutez `vgreduce datavg /dev/sdc1` pour le sortir du groupe. Puis `pvremove /dev/sdc1` pour effacer les métadonnées LVM et le rendre utilisable pour autre chose.
Migration de données avec Rsync (Passe 1);Vous devez migrer les données de `/data_old` vers `/data_new` (nouveau FS). Lancez une première synchronisation "à chaud" (service actif) pour copier le gros des données en voyant la progression.;Utilisez la commande : `rsync -avh --progress /data_old/ /data_new/`. Les options `-avh` garantissent le mode archive (permissions, timestamps), la verbosité et le format lisible.
Migration de données avec Rsync (Passe 2 - Finale);La première passe rsync est finie. Vous arrêtez la base de données pour la bascule. Lancez la commande rsync finale pour garantir une copie exacte (miroir) et supprimer sur la destination les fichiers qui n'existent plus sur la source.;Arrêtez le service (ex: `systemctl stop postgresql`). Lancez : `rsync -avh --delete /data_old/ /data_new/`. L'option `--delete` est cruciale ici pour assurer l'intégrité parfaite par rapport à la source.
Renommage et Bascule LVM;Vous avez migré les données applicatives sur un nouveau volume logique `applislvtgt`. L'ancien se nomme `applislv`. Renommez les volumes pour que le nouveau prenne la place de l'ancien de manière transparente après démontage.;Démontez les volumes (`umount`). Supprimez l'ancien volume : `lvremove /dev/appvg/applislv`. Renommez le nouveau : `lvrename appvg applislvtgt applislv`. Remontez le tout avec `mount -a`.
Exercice de synthèse 1 : Gestion de crise stockage;Le volume `/var` (sur `rootvg`) est plein à 100%, bloquant le système. 1) Diagnostiquez si c'est un problème d'espace ou d'inodes. 2) Supposons que ce soit l'espace : ajoutez un nouveau disque `/dev/sdb`, intégrez-le à `rootvg` et agrandissez le volume logique `/var`. 3) Si c'était les inodes, quelle commande auriez-vous utilisée pour le voir ?;1) `df -h /var`. 2) `fdisk /dev/sdb` (type 8e), `pvcreate /dev/sdb1`, `vgextend rootvg /dev/sdb1`, `lvextend -L +<Taille> /dev/rootvg/varlv`, puis redimensionnement du FS (ex: `resize2fs` non cité explicitement mais implicite après lvextend). 3) `df -i /var` aurait révélé la saturation d'inodes.
Exercice de synthèse 2 : Migration complexe de base de données;Vous devez déplacer une base PostgreSQL hébergée sur `/dev/mapper/datavg-db` (ext4) vers un nouveau stockage plus performant `/dev/mapper/fastvg-db` (xfs). Le service doit être interrompu le moins longtemps possible. Décrivez la séquence technique complète.;1) Créer le nouveau LV et le formater (`mkfs.xfs`). 2) Monter le nouveau FS sur un point temporaire `/mnt/new_db`. 3) Première synchro à chaud : `rsync -avh --progress /var/lib/pgsql/ /mnt/new_db/`. 4) Arrêt propre : `systemctl stop postgresql`. 5) Seconde synchro (delta) : `rsync -avh --delete /var/lib/pgsql/ /mnt/new_db/`. 6) Démontage de l'ancien et du nouveau. 7) Modification de `/etc/fstab` pour monter le nouveau LV sur `/var/lib/pgsql`. 8) `mount -a`. 9) `systemctl start postgresql`.
