Que signifie l'homologation de sécurité ?,"Une démarche qui aboutit à une décision de l'autorité compétente autorisant la mise en service d'un système, en acceptant les risques résiduels."
Que fixe le RGS ?,Les règles pour sécuriser les échanges numériques de l'administration avec les usagers et entre administrations.
Que donne la PSSIE ?,Les grandes règles de sécurité applicables aux systèmes d'information de l'État.
Que fait la PMSN ?,Elle adapte les règles de la PSSIE au contexte propre de chaque ministère.
Que concerne l'instruction interministérielle 901 ?,"Les systèmes qui manipulent des informations sensibles, notamment celles marquées Diffusion Restreinte."
Que définit ISO 27001 ?,"Le cadre pour piloter la sécurité de l'information dans l'organisation, rôles, processus et amélioration continue."
Que précise ISO 27005 ?,"Comment repérer, évaluer et traiter les risques de sécurité."
Qu'est-ce qu'EBIOS Risk Manager ?,"La méthode française d'analyse des risques numériques développée et portée par l'ANSSI, en cinq ateliers."
Qui est l'AQSSI ?,"L'autorité qualifiée pour la sécurité des systèmes d'information, désignée au niveau ministériel, qui porte la responsabilité juridique de la décision."
Qui est l'autorité d'homologation ?,L'acteur désigné par l'AQSSI qui signe la décision d'homologation et accepte les risques résiduels.
Quel est le rôle du RSSI dans l'homologation ?,"Il instruit la démarche, coordonne les travaux de sécurité et conseille l'AQSSI sans décider à sa place."
Qu'est-ce que le PASSI ?,"Le prestataire d'audit de sécurité qualifié par l'ANSSI, qui intervient comme tiers d'évaluation indépendant."
Quels sont les quatre étapes de la vue d'ensemble de l'homologation ?,"Comprendre le service, analyser les risques, mettre des protections, décider et assumer."
Quels sont les cinq ateliers d'EBIOS Risk Manager ?,"Cadrage et socle de sécurité, sources de risque, scénarios stratégiques, scénarios opérationnels, traitement du risque."
Combien d'étapes comporte le processus complet d'homologation ?,"Sept étapes, de l'expression du besoin à la décision d'homologation par une commission."
Pour combien de temps une homologation est-elle valable en standard ?,Trois ans.
Comment se définit un risque de sécurité ?,"La rencontre d'une menace exécutée par une source de risque et d'une vulnérabilité sur un actif, évaluée selon vraisemblance et impact."
Quels sont les quatre types d'audits de sécurité cités ?,"Audit de configuration, audit de code, audit d'architecture, tests d'intrusion."
Que transforme le plan de remédiation ?,"Les constats de l'analyse de risques et des audits en actions concrètes, priorisées et suivables."
Quelles sont les cinq pièces du dossier d'homologation ?,"Vue claire du système, règles de sécurité appliquées, risques identifiés, résultats des contrôles, plan d'action."
Quel est le piège de la photo périmée en homologation ?,"Une approche séquentielle et réactive où la documentation et les mesures ne sont jamais mises à jour, rendant l'homologation caduque."
Que signifie durcir un système Linux ?,"Réduire le système au strict nécessaire à sa fonction via le moindre privilège, la réduction de surface, le contrôle d'accès et la traçabilité."
Quels sont les quatre niveaux de la graduation ANSSI du durcissement ?,"Minimal, intermédiaire, renforcé, élevé."
Quel critère est décisif pour choisir une distribution Linux à durcir ?,"Le support long terme (LTS), qui garantit des correctifs sur plusieurs années."
