Dans quelle décennie ARPANET a-t-il été créé ?;Années 1960;Années 1950;Années 1970;Années 1980;2;ARPANET est né dans les années 1960 sous l'impulsion de l'ARPA du Département de la Défense américain (DOD).
Qu'est-ce qu'un protocole de communication ?;Un langage de programmation pour les applications réseau;Un câble permettant de relier des ordinateurs;Une description formelle de règles à suivre pour échanger des informations;Un équipement réseau chargé de diriger les paquets;4;Un protocole est une description formelle de règles à suivre pour échanger des informations entre entités en réseau.
Pour quels types de contenus la suite TCP/IP a-t-elle été initialement conçue ?;La voix et la vidéo;Les textes et les images;Les jeux vidéo et les applications;Les bases de données et les fichiers;3;TCP/IP a été initialement conçue pour transporter des textes et des images avant d'évoluer pour intégrer la parole et la vidéo.
Quelle est la date du premier lien établi sur ARPANET ?;21 novembre 1972;12 octobre 1969;21 novembre 1969;4 octobre 1957;4;Le premier lien ARPANET fut établi le 21 novembre 1969 entre l'Université de Californie à Los Angeles et le Stanford Research Institute.
Combien d'hôtes comptait ARPANET en 1972 ?;562;100;1 024;200;5;En 1972 ARPANET comptait 200 hôtes. C'est en 1983 que l'on comptait 562 machines connectées et en 1984 on atteignait 1 024 machines.
Que signifie RFC dans le contexte d'Internet ?;Remote Function Call;Request For Comments;Routing Frame Control;Réseau de Fibre Câblé;3;RFC signifie Request For Comments. Créés par le Network Working Group en 1968, ces documents sont devenus la mémoire collective d'Internet.
Que définissait la première RFC d'avril 1969 ?;Le protocole HTTP;Le protocole TCP/IP;La notion de machine hôte;Le format des adresses IP;4;La première RFC (avril 1969) définissait la notion de machine hôte, posant les bases conceptuelles d'Internet.
En quelle année le DNS (Domain Name System) a-t-il été mis en place ?;1969;1972;1983;1984;5;En 1984 on comptait 1 024 machines connectées et c'est à cette date que le DNS fut mis en place.
Quelle est la portée caractéristique d'un réseau PAN (Personal Area Network) ?;Plusieurs centaines de mètres;Une ville entière;Quelques mètres pour un seul utilisateur;Des pays et des continents;4;Le PAN interconnecte des équipements personnels sur quelques mètres, généralement pour un seul utilisateur. Exemple : connexion entre un téléphone et un casque Bluetooth.
Quelle est l'étendue typique d'un réseau LAN (Local Area Network) ?;Quelques mètres pour un seul utilisateur;Plusieurs bâtiments sur plusieurs centaines de mètres;Une ville ou un campus via fibre optique;Des pays via satellites ou fibre optique;3;Le LAN couvre des bâtiments sur plusieurs centaines de mètres, avec des débits allant de quelques Mégabits à plusieurs centaines de Mégabits par seconde.
Quel type de réseau permet d'interconnecter plusieurs LAN sur une ville ou un campus via des liens haut débit ?;PAN;WAN;RAN;MAN;5;Le MAN (Metropolitan Area Network) permet l'interconnexion de plusieurs LAN sur une ville ou un campus via des liens haut débit comme la fibre optique.
Quel réseau relie des pays, des continents ou des zones géographiques vastes ?;LAN;WAN;MAN;PAN;3;Le WAN (Wide Area Network) relie des pays et continents via des réseaux terrestres (fibre optique) ou hertziens (satellites). Internet en est l'exemple type.
Jusqu'à quel rayon un réseau RAN peut-il couvrir pour les réseaux sans fil ?;10 km;100 km;50 km;200 km;4;Le RAN (Regional Area Network) couvre une large superficie géographique jusqu'à 50 km de rayon pour les réseaux sans fil, depuis une seule antenne.
Quelle distinction y a-t-il entre topologie physique et topologie logique ?;La physique concerne les protocoles, la logique concerne les câbles;La physique décrit l'interconnexion des équipements, la logique décrit la circulation des données;La logique est réservée aux WAN, la physique aux LAN;Ce sont deux termes synonymes;3;La topologie physique décrit le mode d'interconnexion physique des équipements, tandis que la topologie logique décrit le mode de circulation des données sur le réseau.
Quel est le principal inconvénient de la topologie en bus ?;Elle est très coûteuse en câblage;Une panne d'un nœud interrompt le réseau entier;Une panne du câble principal peut paralyser l'ensemble du réseau;Elle ne supporte qu'un seul utilisateur à la fois;4;Dans la topologie en bus les connexions sont passives (le signal n'est pas régénéré) et une panne du câble coaxial commun peut paralyser l'ensemble du réseau.
Comment pallier le problème de coupure dans une topologie en anneau ?;En ajoutant un nœud central;En doublant l'anneau;En utilisant un câble coaxial;En passant à une topologie en bus;3;Pour pallier la coupure de l'anneau qui interrompt le réseau, on peut doubler l'anneau. Exemple : réseaux Token Ring (IBM).
Quel est l'avantage principal de la topologie en étoile ?;Elle est peu coûteuse en câblage;Elle ne nécessite pas de nœud central;Une panne sur un nœud n'affecte pas les autres nœuds;Elle est résistante à la panne du nœud central;4;Dans la topologie en étoile tous les nœuds sont connectés à un nœud central (hub). Une panne sur un nœud périphérique n'affecte pas les autres. Exemple : réseaux Ethernet modernes.
Quel est l'avantage principal de la topologie maillée ?;Elle est simple à mettre en œuvre;Elle nécessite très peu de câblage;Elle offre redondance et résilience en cas de panne d'un lien;Elle est réservée aux réseaux personnels;4;Dans la topologie maillée chaque nœud est relié à plusieurs autres, offrant plusieurs chemins pour les données (redondance) et une résilience en cas de panne d'un lien. Utilisée avec des commutateurs.
Qu'est-ce qu'un paquet réseau ?;Un ensemble de câbles reliant plusieurs équipements;L'unité de base du transport des données, encapsulée dans une trame;Un protocole de communication entre deux serveurs;Un équipement chargé de diriger les données;3;Les données transitent sous forme de paquets, unités de base du transport. Chaque paquet est encapsulé dans une trame contenant une succession spécifique d'éléments binaires permettant de reconnaître son début et sa fin.
Que contient une table de routage ?;La liste des utilisateurs connectés au réseau;Les adresses MAC de tous les équipements;La liste des applications autorisées;Les adresses des réseaux de destination, les passerelles intermédiaires et les interfaces réseau;5;La table de routage contient les adresses des réseaux de destination, les passerelles intermédiaires et les interfaces réseau à emprunter pour déterminer la route optimale d'un paquet.
Quels protocoles permettent d'évaluer l'état du réseau pour le routage dynamique ?;HTTP et FTP;OSPF et BGP;DNS et DHCP;TCP et UDP;3;L'état du réseau est évalué via des protocoles de routage comme OSPF et BGP, permettant aux routes de varier dynamiquement selon le trafic et les pannes.
