Quelle caractéristique définissait l'architecture des mainframes dans les années 1960-1980 ?;Une distribution des données sur le cloud;Une centralisation absolue des traitements et des données;L'utilisation exclusive de microservices;Le traitement local sur des terminaux intelligents;3;Les mainframes concentraient l'intégralité des calculs et des données, les terminaux étant de simples périphériques d'entrée/sortie passifs.
Quel inconvénient majeur a marqué les architectures client/serveur (2-tiers) des années 1990 ?;L'impossibilité de connecter plusieurs utilisateurs;La complexité du déploiement et des mises à jour sur chaque poste client;L'absence totale d'interface graphique;La centralisation excessive des données sur le client;3;La répartition de la logique sur les postes clients a créé des problèmes de maintenance et de compatibilité sur des parcs hétérogènes.
Quel est le rôle de la couche intermédiaire dans une architecture 3-tiers ?;Gérer exclusivement l'affichage graphique;Stocker physiquement les données sur disque;Isoler la logique métier de la présentation et des données;Remplacer le système d'exploitation du serveur;4;Cette couche intermédiaire dédiée à la logique métier facilite la maintenance et l'évolution en isolant les fonctions.
Pourquoi l'architecture REST est-elle qualifiée de "stateless" (sans état) ?;Elle ne nécessite aucune base de données;Le serveur ne conserve aucun contexte de session entre deux requêtes;Elle ne peut pas gérer de transactions sécurisées;Elle utilise uniquement des pages HTML statiques;3;Chaque requête contient toutes les informations nécessaires à son traitement, rendant le serveur indépendant du contexte précédent.
Quel format de données a majoritairement remplacé XML dans les échanges API modernes ?;JSON;CSV;YAML;SOAP;2;Le format JSON, plus léger, facile à parser et compatible avec JavaScript, est devenu le standard privilégié.
Quel est l'avantage principal du Server-Side Rendering (SSR) pour les applications web ?;Réduire les coûts d'hébergement;Permettre une meilleure indexation par les moteurs de recherche (SEO);Supprimer le besoin d'un serveur d'application;Accélérer le développement en langage C++;3;Le SSR génère le contenu côté serveur avant l'envoi, ce qui résout les problèmes d'indexation des Single Page Applications.
En quoi GraphQL se distingue-t-il d'une API REST classique ?;Il utilise obligatoirement le protocole FTP;Il impose une structure de données rigide en XML;Il permet au client de demander exactement les données dont il a besoin;Il ne fonctionne que sur des architectures monolithiques;4;GraphQL permet de définir précisément les champs à récupérer, évitant la sur-récupération ou sous-récupération de données.
Quel est le principe fondamental des microservices ?;Regrouper toutes les fonctionnalités dans un seul exécutable;Découper l'application en services indépendants communiquant par API;Utiliser une base de données unique partagée par tous les modules;Déployer l'application manuellement sur chaque serveur;3;Les microservices remplacent les monolithes par des services autonomes responsables d'une fonction métier spécifique.
Quelle est la fonction principale de Kubernetes dans une architecture conteneurisée ?;Créer des images de conteneurs (build);Orchestrer le déploiement et la mise à l'échelle des conteneurs;Remplacer le moteur de base de données;Fournir une interface graphique aux utilisateurs finaux;3;Kubernetes automatise la gestion, le scaling et la haute disponibilité des clusters de conteneurs.
Quelle évolution les "promesses" (Promises) ont-elles apportée par rapport aux middlewares lourds (MOM/ESB) ?;Une gestion plus légère et native des flux asynchrones dans le code;Une sécurisation accrue des transferts bancaires;Une centralisation des messages sur un bus d'entreprise complexe;L'obligation d'utiliser le langage Java exclusivement;2;Les promesses permettent de gérer l'asynchrone sans infrastructure lourde, contrairement aux anciens bus de services (ESB).
